#-------------------------------------------------------------------------------------------------------------------------------#-----------------------------
#Wavelength (microns) - Emerging intensity spetrum (erg/s/cm2/sr/micron)
#Wavelength (microns)          HII (data)         Atomic (data)      Atomic (PDR code)    Molecular (PDR code)
# wave hii_data atomic_data atomic_pdr mol_pdr
             4.73200         0.00000e+00         0.00000e+00         4.27611e-17         3.10520e-15
             4.73300         0.00000e+00         0.00000e+00         1.55198e-13         5.67758e-12
             4.73400         0.00000e+00         0.00000e+00         1.82429e-10         1.14524e-09
             4.73500         0.00000e+00         0.00000e+00         3.61970e-08         2.98933e-08
             4.73600         0.00000e+00         0.00000e+00         8.27241e-07         1.95173e-07
             4.73700         0.00000e+00         0.00000e+00         2.05888e-06         3.63232e-07
             4.73800         0.00000e+00         0.00000e+00         5.54126e-07         9.44603e-08
             4.73900         0.00000e+00         0.00000e+00         1.61381e-08         2.74143e-09
             4.74000         0.00000e+00         0.00000e+00         5.08506e-11         8.63513e-12
             4.74100         0.00000e+00         0.00000e+00         1.88972e-14         4.01545e-15
             4.74200         0.00000e+00         0.00000e+00         1.99950e-11         1.17664e-11
             4.74300         0.00000e+00         0.00000e+00         2.79748e-08         1.57918e-08
             4.74400         0.00000e+00         0.00000e+00         4.27958e-06         2.39076e-06
             4.74500         0.00000e+00         0.00000e+00         7.12209e-05         3.96854e-05
             4.74600         0.00000e+00         0.00000e+00         1.29307e-04         7.20070e-05
             4.74700         0.00000e+00         0.00000e+00         2.56118e-05         1.42602e-05
             4.74800         0.00000e+00         0.00000e+00         5.53421e-07         3.08124e-07
             4.74900         0.00000e+00         0.00000e+00         1.30458e-09         7.26332e-10
             4.75000         0.00000e+00         0.00000e+00         3.35493e-13         1.86794e-13
             4.75100         0.00000e+00         0.00000e+00         1.10387e-15         4.37261e-14
             4.75200         0.00000e+00         0.00000e+00         8.28327e-13         3.30879e-11
             4.75300         0.00000e+00         0.00000e+00         6.89465e-11         2.75411e-09
             4.75400         0.00000e+00         0.00000e+00         6.31316e-10         2.52129e-08
             4.75500         0.00000e+00         0.00000e+00         1.35578e-09         2.57236e-08
             4.75600         0.00000e+00         0.00000e+00         4.23512e-07         2.01336e-07
             4.75700         0.00000e+00         0.00000e+00         2.75186e-05         1.29018e-05
             4.75800         0.00000e+00         0.00000e+00         1.96908e-04         9.23179e-05
             4.75900         0.00000e+00         0.00000e+00         1.55524e-04         7.29156e-05
             4.76000         0.00000e+00         0.00000e+00         1.35591e-05         6.35700e-06
             4.76100         0.00000e+00         0.00000e+00         1.30485e-07         6.11780e-08
             4.76200         0.00000e+00         0.00000e+00         1.50462e-10         5.30990e-10
             4.76300         0.00000e+00         0.00000e+00         3.11510e-10         1.22441e-08
             4.76400         0.00000e+00         0.00000e+00         9.08076e-10         3.56943e-08
             4.76500         0.00000e+00         0.00000e+00         2.93419e-10         1.15336e-08
             4.76600         0.00000e+00         0.00000e+00         1.05196e-11         4.13500e-10
             4.76700         0.00000e+00         0.00000e+00         4.18458e-14         1.64486e-12
             4.76800         0.00000e+00         0.00000e+00         1.84692e-17         7.25980e-16
             4.76900         0.00000e+00         0.00000e+00         1.00204e-19         3.93042e-18
             4.77000         0.00000e+00         0.00000e+00         7.64108e-16         2.99710e-14
             4.77100         0.00000e+00         0.00000e+00         6.55033e-13         2.56927e-11
             4.77200         0.00000e+00         0.00000e+00         6.28566e-11         2.46546e-09
             4.77300         0.00000e+00         0.00000e+00         6.75177e-10         2.64828e-08
             4.77400         0.00000e+00         0.00000e+00         8.15273e-10         3.18443e-08
             4.77500         0.00000e+00         0.00000e+00         6.89207e-09         7.45595e-09
             4.77600         0.00000e+00         0.00000e+00         1.49996e-06         7.01113e-07
             4.77700         0.00000e+00         0.00000e+00         3.73176e-05         1.74414e-05
             4.77800         0.00000e+00         0.00000e+00         1.04131e-04         4.86686e-05
             4.77900         0.00000e+00         0.00000e+00         3.26566e-05         1.52630e-05
             4.78000         0.00000e+00         0.00000e+00         1.15103e-06         5.37964e-07
             4.78100         0.00000e+00         0.00000e+00         4.56291e-09         2.26216e-09
             4.78200         0.00000e+00         0.00000e+00         1.70268e-10         6.59820e-09
             4.78300         0.00000e+00         0.00000e+00         9.55975e-10         3.74875e-08
             4.78400         0.00000e+00         0.00000e+00         6.13041e-10         2.40397e-08
             4.78500         0.00000e+00         0.00000e+00         4.43849e-11         1.74050e-09
             4.78600         0.00000e+00         0.00000e+00         3.62926e-13         1.42317e-11
             4.78700         0.00000e+00         0.00000e+00         3.35149e-16         1.31425e-14
             4.78800         0.00000e+00         0.00000e+00         3.54109e-20         1.38860e-18
             4.78900         0.00000e+00         0.00000e+00         1.05428e-17         4.13418e-16
             4.79000         0.00000e+00         0.00000e+00         2.78070e-14         1.09041e-12
             4.79100         0.00000e+00         0.00000e+00         8.32173e-12         3.26323e-10
             4.79200         0.00000e+00         0.00000e+00         2.83786e-10         1.11282e-08
             4.79300         0.00000e+00         0.00000e+00         1.10277e-09         4.32435e-08
             4.79400         0.00000e+00         0.00000e+00         4.88315e-10         1.91484e-08
             4.79500         0.00000e+00         0.00000e+00         2.46394e-11         9.66194e-10
             4.79600         0.00000e+00         0.00000e+00         1.41670e-13         5.55536e-12
             4.79700         0.00000e+00         0.00000e+00         9.24487e-17         3.62522e-15
             4.79800         0.00000e+00         0.00000e+00         7.89837e-21         3.09722e-19
             4.79900         0.00000e+00         0.00000e+00         1.97026e-17         7.72610e-16
             4.80000         0.00000e+00         0.00000e+00         4.44842e-14         1.74438e-12
             4.80100         0.00000e+00         0.00000e+00         1.15480e-11         4.52839e-10
             4.80200         0.00000e+00         0.00000e+00         3.44690e-10         1.35165e-08
             4.80300         0.00000e+00         0.00000e+00         1.18304e-09         4.63914e-08
             4.80400         0.00000e+00         0.00000e+00         4.66352e-10         1.82873e-08
             4.80500         0.00000e+00         0.00000e+00         2.11371e-11         8.28862e-10
             4.80600         0.00000e+00         0.00000e+00         1.10153e-13         4.31951e-12
             4.80700         0.00000e+00         0.00000e+00         6.60174e-17         2.58827e-15
             4.80800         0.00000e+00         0.00000e+00         1.02591e-15         1.33103e-15
             4.80900         0.00000e+00         0.00000e+00         8.97015e-12         1.16368e-11
             4.81000         0.00000e+00         0.00000e+00         9.12192e-09         1.18344e-08
             4.81100         0.00000e+00         0.00000e+00         1.07176e-06         1.39067e-06
             4.81200         0.00000e+00         0.00000e+00         1.46047e-05         1.89576e-05
             4.81300         0.00000e+00         0.00000e+00         2.30820e-05         2.99894e-05
             4.81400         0.00000e+00         0.00000e+00         4.23114e-06         5.50986e-06
             4.81500         0.00000e+00         0.00000e+00         8.99644e-08         1.17811e-07
             4.81600         0.00000e+00         0.00000e+00         2.21167e-10         2.93615e-10
             4.81700         0.00000e+00         0.00000e+00         6.32518e-14         8.67829e-14
             4.81800         0.00000e+00         0.00000e+00         2.10171e-18         3.11690e-18
             4.81900         0.00000e+00         0.00000e+00         2.86779e-18         1.12457e-16
             4.82000         0.00000e+00         0.00000e+00         1.02151e-14         4.00572e-13
             4.82100         0.00000e+00         0.00000e+00         4.26013e-12         1.67056e-10
             4.82200         0.00000e+00         0.00000e+00         2.08015e-10         8.15707e-09
             4.82300         0.00000e+00         0.00000e+00         1.18958e-09         4.66479e-08
             4.82400         0.00000e+00         0.00000e+00         7.95417e-10         3.11914e-08
             4.82500         0.00000e+00         0.00000e+00         6.22709e-11         2.44189e-09
             4.82600         0.00000e+00         0.00000e+00         5.70774e-13         2.23823e-11
             4.82700         0.00000e+00         0.00000e+00         6.12535e-16         2.40199e-14
             4.82800         0.00000e+00         0.00000e+00         7.69671e-20         3.01818e-18
             4.82900         0.00000e+00         0.00000e+00         1.88437e-19         7.38935e-18
             4.83000         0.00000e+00         0.00000e+00         1.23343e-15         4.83677e-14
             4.83100         0.00000e+00         0.00000e+00         9.49463e-13         3.72322e-11
             4.83200         0.00000e+00         0.00000e+00         8.63566e-11         3.38638e-09
             4.83300         0.00000e+00         0.00000e+00         9.28040e-10         3.63921e-08
             4.83400         0.00000e+00         0.00000e+00         1.17839e-09         4.62095e-08
             4.83500         0.00000e+00         0.00000e+00         1.76794e-10         6.93280e-09
             4.83600         0.00000e+00         0.00000e+00         3.12639e-12         1.22598e-10
             4.83700         0.00000e+00         0.00000e+00         6.54162e-15         2.56523e-13
             4.83800         0.00000e+00         0.00000e+00         1.61726e-18         6.34192e-17
             4.83900         0.00000e+00         0.00000e+00         3.02691e-21         1.18697e-19
             4.84000         0.00000e+00         0.00000e+00         4.55386e-17         1.78575e-15
             4.84100         0.00000e+00         0.00000e+00         8.29908e-14         3.25440e-12
             4.84200         0.00000e+00         0.00000e+00         1.80351e-11         7.07228e-10
             4.84300         0.00000e+00         0.00000e+00         4.67844e-10         1.83460e-08
             4.84400         0.00000e+00         0.00000e+00         1.44420e-09         5.66329e-08
             4.84500         0.00000e+00         0.00000e+00         5.31611e-10         2.08466e-08
             4.84600         0.00000e+00         0.00000e+00         2.33345e-11         9.15040e-10
             4.84700         0.00000e+00         0.00000e+00         1.22136e-13         4.78942e-12
             4.84800         0.00000e+00         0.00000e+00         7.62300e-17         2.98928e-15
             4.84900         0.00000e+00         0.00000e+00         5.65304e-21         2.21678e-19
             4.85000         0.00000e+00         0.00000e+00         3.73181e-19         1.46339e-17
             4.85100         0.00000e+00         0.00000e+00         2.06660e-15         8.10394e-14
             4.85200         0.00000e+00         0.00000e+00         1.37733e-12         5.40107e-11
             4.85300         0.00000e+00         0.00000e+00         1.10480e-10         4.33219e-09
             4.85400         0.00000e+00         0.00000e+00         1.07820e-09         4.18219e-08
             4.85500         0.00000e+00         0.00000e+00         5.00655e-09         4.92942e-08
             4.85600         0.00000e+00         0.00000e+00         1.46135e-07         3.42711e-08
             4.85700         0.00000e+00         0.00000e+00         6.80605e-07         1.28286e-07
             4.85800         0.00000e+00         0.00000e+00         3.82822e-07         7.20940e-08
             4.85900         0.00000e+00         0.00000e+00         2.59748e-08         4.89162e-09
             4.86000         0.00000e+00         0.00000e+00         2.12597e-10         4.00367e-11
             4.86100         0.00000e+00         0.00000e+00         2.09911e-13         3.99133e-14
             4.86200         0.00000e+00         0.00000e+00         2.57618e-14         1.00925e-12
             4.86300         0.00000e+00         0.00000e+00         8.17400e-12         3.20535e-10
             4.86400         0.00000e+00         0.00000e+00         3.15343e-10         1.23658e-08
             4.86500         0.00000e+00         0.00000e+00         1.47776e-09         5.79487e-08
             4.86600         0.00000e+00         0.00000e+00         8.41192e-10         3.29864e-08
             4.86700         0.00000e+00         0.00000e+00         5.81645e-11         2.28086e-09
             4.86800         0.00000e+00         0.00000e+00         4.88530e-13         1.91572e-11
             4.86900         0.00000e+00         0.00000e+00         4.96537e-16         1.94712e-14
             4.87000         0.00000e+00         0.00000e+00         6.14740e-20         2.41064e-18
             4.87100         0.00000e+00         0.00000e+00         5.41703e-21         2.12423e-19
             4.87200         0.00000e+00         0.00000e+00         7.11014e-17         2.78816e-15
             4.87300         0.00000e+00         0.00000e+00         1.14442e-13         4.48772e-12
             4.87400         0.00000e+00         0.00000e+00         2.25845e-11         8.85627e-10
             4.87500         0.00000e+00         0.00000e+00         5.46453e-10         2.14286e-08
             4.87600         0.00000e+00         0.00000e+00         1.62114e-09         6.35710e-08
             4.87700         0.00000e+00         0.00000e+00         5.89061e-10         2.30994e-08
             4.87800         0.00000e+00         0.00000e+00         2.62433e-11         1.02910e-09
             4.87900         0.00000e+00         0.00000e+00         1.43834e-13         5.62139e-12
             4.88000         0.00000e+00         0.00000e+00         6.72431e-12         2.06754e-12
             4.88100         0.00000e+00         0.00000e+00         1.14981e-08         3.52895e-09
             4.88200         0.00000e+00         0.00000e+00         2.43229e-06         7.46511e-07
             4.88300         0.00000e+00         0.00000e+00         6.33281e-05         1.94365e-05
             4.88400         0.00000e+00         0.00000e+00         2.03560e-04         6.24761e-05
             4.88500         0.00000e+00         0.00000e+00         8.07801e-05         2.47942e-05
             4.88600         0.00000e+00         0.00000e+00         3.95828e-06         1.24146e-06
             4.88700         0.00000e+00         0.00000e+00         2.56054e-08         7.27630e-08
             4.88800         0.00000e+00         0.00000e+00         5.21759e-10         1.97647e-08
             4.88900         0.00000e+00         0.00000e+00         1.87991e-11         7.37122e-10
             4.89000         0.00000e+00         0.00000e+00         8.68789e-14         3.40686e-12
             4.89100         0.00000e+00         0.00000e+00         4.96948e-17         1.94873e-15
             4.89200         0.00000e+00         0.00000e+00         3.51795e-21         1.37952e-19
             4.89300         0.00000e+00         0.00000e+00         3.08211e-26         1.20862e-24
             4.89400         0.00000e+00         0.00000e+00         3.34188e-32         1.31048e-30
             4.89500         0.00000e+00         0.00000e+00         4.44857e-39         1.74446e-37
             4.89600         0.00000e+00         0.00000e+00         0.00000e+00         2.80260e-45
             4.89700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.89800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.89900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.90000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.90100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.90200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.90300         0.00000e+00         0.00000e+00         1.09259e-41         4.88773e-42
             4.90400         0.00000e+00         0.00000e+00         6.12240e-34         2.73911e-34
             4.90500         0.00000e+00         0.00000e+00         4.33780e-27         1.94070e-27
             4.90600         0.00000e+00         0.00000e+00         3.88578e-21         1.73847e-21
             4.90700         0.00000e+00         0.00000e+00         4.40106e-16         1.96900e-16
             4.90800         0.00000e+00         0.00000e+00         6.32811e-12         2.83115e-12
             4.90900         0.00000e+00         0.00000e+00         1.14462e-08         5.12095e-09
             4.91000         0.00000e+00         0.00000e+00         2.61769e-06         1.17113e-06
             4.91100         0.00000e+00         0.00000e+00         7.56905e-05         3.38633e-05
             4.91200         0.00000e+00         0.00000e+00         2.76715e-04         1.23800e-04
             4.91300         0.00000e+00         0.00000e+00         1.27907e-04         5.72245e-05
             4.91400         0.00000e+00         0.00000e+00         7.47519e-06         3.34434e-06
             4.91500         0.00000e+00         0.00000e+00         5.50793e-08         2.46420e-08
             4.91600         0.00000e+00         0.00000e+00         5.14072e-11         2.29992e-11
             4.91700         0.00000e+00         0.00000e+00         6.06636e-15         2.71404e-15
             4.91800         0.00000e+00         0.00000e+00         9.05107e-20         4.04938e-20
             4.91900         0.00000e+00         0.00000e+00         1.70752e-25         7.63934e-26
             4.92000         0.00000e+00         0.00000e+00         2.04489e-23         9.72470e-24
             4.92100         0.00000e+00         0.00000e+00         5.43736e-18         2.58580e-18
             4.92200         0.00000e+00         0.00000e+00         1.85858e-13         8.83869e-14
             4.92300         0.00000e+00         0.00000e+00         8.08593e-10         3.84535e-10
             4.92400         0.00000e+00         0.00000e+00         4.50200e-07         2.14098e-07
             4.92500         0.00000e+00         0.00000e+00         3.20782e-05         1.52551e-05
             4.92600         0.00000e+00         0.00000e+00         2.92512e-04         1.39107e-04
             4.92700         0.00000e+00         0.00000e+00         3.41354e-04         1.62334e-04
             4.92800         0.00000e+00         0.00000e+00         5.09081e-05         2.42099e-05
             4.92900         0.00000e+00         0.00000e+00         9.72029e-07         4.62259e-07
             4.93000         0.00000e+00         0.00000e+00         2.37520e-09         1.12955e-09
             4.93100         0.00000e+00         0.00000e+00         7.42759e-13         3.53227e-13
             4.93200         0.00000e+00         0.00000e+00         2.97252e-17         1.41362e-17
             4.93300         0.00000e+00         0.00000e+00         1.52240e-22         7.23995e-23
             4.93400         0.00000e+00         0.00000e+00         9.97842e-29         4.74534e-29
             4.93500         0.00000e+00         0.00000e+00         8.30114e-36         3.94769e-36
             4.93600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.93700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.93800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.93900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.94000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.94100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.94200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.94300         0.00000e+00         0.00000e+00         4.67053e-42         2.86005e-42
             4.94400         0.00000e+00         0.00000e+00         1.67781e-34         1.02743e-34
             4.94500         0.00000e+00         0.00000e+00         7.87764e-28         4.82397e-28
             4.94600         0.00000e+00         0.00000e+00         4.83491e-22         2.96066e-22
             4.94700         0.00000e+00         0.00000e+00         3.88283e-17         2.37725e-17
             4.94800         0.00000e+00         0.00000e+00         4.13374e-13         2.52689e-13
             4.94900         0.00000e+00         0.00000e+00         6.26305e-10         3.77796e-10
             4.95000         0.00000e+00         0.00000e+00         2.13634e-07         1.21189e-07
             4.95100         0.00000e+00         0.00000e+00         2.73346e-05         1.46204e-05
             4.95200         0.00000e+00         0.00000e+00         7.26287e-04         3.83812e-04
             4.95300         0.00000e+00         0.00000e+00         2.71083e-03         1.43119e-03
             4.95400         0.00000e+00         0.00000e+00         1.36264e-03         7.33518e-04
             4.95500         0.00000e+00         0.00000e+00         1.74282e-04         1.33582e-04
             4.95600         0.00000e+00         0.00000e+00         3.83083e-05         3.57297e-05
             4.95700         0.00000e+00         0.00000e+00         7.18127e-05         3.72835e-05
             4.95800         0.00000e+00         0.00000e+00         1.47263e-04         7.48237e-05
             4.95900         0.00000e+00         0.00000e+00         4.05753e-05         2.06148e-05
             4.96000         0.00000e+00         0.00000e+00         1.46834e-06         7.46006e-07
             4.96100         0.00000e+00         0.00000e+00         6.95719e-09         3.53469e-09
             4.96200         0.00000e+00         0.00000e+00         4.35225e-12         2.21039e-12
             4.96300         0.00000e+00         0.00000e+00         1.04411e-10         4.69783e-11
             4.96400         0.00000e+00         0.00000e+00         1.02205e-07         4.59858e-08
             4.96500         0.00000e+00         0.00000e+00         1.32364e-05         5.95554e-06
             4.96600         0.00000e+00         0.00000e+00         2.26797e-04         1.02044e-04
             4.96700         0.00000e+00         0.00000e+00         5.14129e-04         2.31326e-04
             4.96800         0.00000e+00         0.00000e+00         1.54034e-04         6.93058e-05
             4.96900         0.00000e+00         0.00000e+00         6.10622e-06         2.74741e-06
             4.97000         0.00000e+00         0.00000e+00         3.20255e-08         1.44095e-08
             4.97100         0.00000e+00         0.00000e+00         2.22224e-11         9.99866e-12
             4.97200         0.00000e+00         0.00000e+00         2.04010e-15         9.17915e-16
             4.97300         0.00000e+00         0.00000e+00         2.47789e-20         1.11490e-20
             4.97400         0.00000e+00         0.00000e+00         3.95467e-26         1.77935e-26
             4.97500         0.00000e+00         0.00000e+00         8.39958e-33         3.77928e-33
             4.97600         0.00000e+00         0.00000e+00         2.36035e-40         1.06202e-40
             4.97700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.97800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             4.97900         0.00000e+00         0.00000e+00         1.73559e-36         2.24026e-36
             4.98000         0.00000e+00         0.00000e+00         1.17499e-29         1.51666e-29
             4.98100         0.00000e+00         0.00000e+00         1.07649e-23         1.38951e-23
             4.98200         0.00000e+00         0.00000e+00         1.31730e-18         1.70035e-18
             4.98300         0.00000e+00         0.00000e+00         2.16828e-14         2.79877e-14
             4.98400         0.00000e+00         0.00000e+00         4.80063e-11         6.19656e-11
             4.98500         0.00000e+00         0.00000e+00         1.42966e-08         1.84538e-08
             4.98600         0.00000e+00         0.00000e+00         5.72692e-07         7.39219e-07
             4.98700         0.00000e+00         0.00000e+00         3.08676e-06         3.98432e-06
             4.98800         0.00000e+00         0.00000e+00         2.23501e-06         2.88491e-06
             4.98900         0.00000e+00         0.00000e+00         2.17676e-07         2.80972e-07
             4.99000         0.00000e+00         0.00000e+00         2.85163e-09         3.68083e-09
             4.99100         0.00000e+00         0.00000e+00         5.02493e-12         6.48608e-12
             4.99200         0.00000e+00         0.00000e+00         1.19102e-15         1.53734e-15
             4.99300         0.00000e+00         0.00000e+00         3.79717e-20         4.90131e-20
             4.99400         0.00000e+00         0.00000e+00         1.61803e-25         2.08852e-25
             4.99500         0.00000e+00         0.00000e+00         7.95255e-29         3.75137e-29
             4.99600         0.00000e+00         0.00000e+00         7.27009e-23         3.42245e-23
             4.99700         0.00000e+00         0.00000e+00         9.05874e-18         4.26447e-18
             4.99800         0.00000e+00         0.00000e+00         1.53668e-13         7.23402e-14
             4.99900         0.00000e+00         0.00000e+00         3.54879e-10         1.67062e-10
             5.00000         0.00000e+00         0.00000e+00         1.11579e-07         5.25264e-08
             5.00100         0.00000e+00         0.00000e+00         4.78912e-06         2.25389e-06
             5.00200         0.00000e+00         0.00000e+00         2.92203e-05         1.36348e-05
             5.00300         0.00000e+00         0.00000e+00         5.83597e-05         2.42979e-05
             5.00400         0.00000e+00         0.00000e+00         1.32366e-04         5.09405e-05
             5.00500         0.00000e+00         0.00000e+00         6.34983e-05         2.43401e-05
             5.00600         0.00000e+00         0.00000e+00         4.22425e-06         1.61904e-06
             5.00700         0.00000e+00         0.00000e+00         3.82275e-08         1.46515e-08
             5.00800         0.00000e+00         0.00000e+00         4.72465e-11         1.81082e-11
             5.00900         0.00000e+00         0.00000e+00         7.96080e-15         3.05115e-15
             5.01000         0.00000e+00         0.00000e+00         1.82867e-19         7.00877e-20
             5.01100         0.00000e+00         0.00000e+00         5.72678e-25         2.19491e-25
             5.01200         0.00000e+00         0.00000e+00         2.44498e-31         9.37092e-32
             5.01300         0.00000e+00         0.00000e+00         1.42311e-38         5.45437e-39
             5.01400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.01500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.01600         0.00000e+00         0.00000e+00         1.35251e-39         1.62622e-39
             5.01700         0.00000e+00         0.00000e+00         2.60101e-32         3.12739e-32
             5.01800         0.00000e+00         0.00000e+00         6.93270e-26         8.33570e-26
             5.01900         0.00000e+00         0.00000e+00         2.56105e-20         3.07934e-20
             5.02000         0.00000e+00         0.00000e+00         1.31747e-15         1.58409e-15
             5.02100         0.00000e+00         0.00000e+00         9.34041e-12         1.12307e-11
             5.02200         0.00000e+00         0.00000e+00         9.17807e-09         1.10355e-08
             5.02300         0.00000e+00         0.00000e+00         1.24996e-06         1.50292e-06
             5.02400         0.00000e+00         0.00000e+00         2.35938e-05         2.83685e-05
             5.02500         0.00000e+00         0.00000e+00         6.17247e-05         7.42161e-05
             5.02600         0.00000e+00         0.00000e+00         2.23809e-05         2.69103e-05
             5.02700         0.00000e+00         0.00000e+00         1.12262e-06         1.34981e-06
             5.02800         0.00000e+00         0.00000e+00         7.81196e-09         9.39289e-09
             5.02900         0.00000e+00         0.00000e+00         7.53435e-12         9.05911e-12
             5.03000         0.00000e+00         0.00000e+00         1.00714e-15         1.21096e-15
             5.03100         0.00000e+00         0.00000e+00         1.86592e-20         2.24354e-20
             5.03200         0.00000e+00         0.00000e+00         4.79131e-26         5.76095e-26
             5.03300         0.00000e+00         0.00000e+00         1.69237e-32         2.03486e-32
             5.03400         0.00000e+00         0.00000e+00         8.33995e-40         1.00277e-39
             5.03500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.03600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.03700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.03800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.03900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
