#-------------------------------------------------------------------------------------------------------------------------------#-----------------------------
#Wavelength (microns) - Emerging intensity spetrum (erg/s/cm2/sr/micron)
#Wavelength (microns)          HII (data)         Atomic (data)      Atomic (PDR code)    Molecular (PDR code)
# wave hii_data atomic_data atomic_pdr mol_pdr
             5.34000         0.00000e+00         0.00000e+00         2.56166e-40         1.27549e-40
             5.34100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.34900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.35900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.36900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.37900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.38900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.39900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.40000         0.00000e+00         0.00000e+00         1.01594e-42         3.51726e-43
             5.40100         0.00000e+00         0.00000e+00         1.26779e-35         4.38205e-36
             5.40200         0.00000e+00         0.00000e+00         2.89412e-29         1.00034e-29
             5.40300         0.00000e+00         0.00000e+00         1.19226e-23         4.12097e-24
             5.40400         0.00000e+00         0.00000e+00         8.92921e-19         3.08633e-19
             5.40500         0.00000e+00         0.00000e+00         1.21577e-14         4.20223e-15
             5.40600         0.00000e+00         0.00000e+00         3.00938e-11         1.04018e-11
             5.40700         0.00000e+00         0.00000e+00         1.35424e-08         4.68086e-09
             5.40800         0.00000e+00         0.00000e+00         1.10979e-06         3.83593e-07
             5.40900         0.00000e+00         0.00000e+00         1.64926e-05         5.70059e-06
             5.41000         0.00000e+00         0.00000e+00         4.45585e-05         1.54014e-05
             5.41100         0.00000e+00         0.00000e+00         2.18858e-05         7.56471e-06
             5.41200         0.00000e+00         0.00000e+00         1.96067e-06         6.81827e-07
             5.41300         0.00000e+00         0.00000e+00         6.43146e-07         6.17273e-07
             5.41400         0.00000e+00         0.00000e+00         1.06593e-05         1.05701e-05
             5.41500         0.00000e+00         0.00000e+00         3.38966e-05         3.36131e-05
             5.41600         0.00000e+00         0.00000e+00         1.96407e-05         1.94764e-05
             5.41700         0.00000e+00         0.00000e+00         2.07559e-06         2.05823e-06
             5.41800         0.00000e+00         0.00000e+00         4.00047e-08         3.96701e-08
             5.41900         0.00000e+00         0.00000e+00         1.40626e-10         1.39450e-10
             5.42000         0.00000e+00         0.00000e+00         9.01579e-14         8.94039e-14
             5.42100         0.00000e+00         0.00000e+00         1.04924e-17         1.04046e-17
             5.42200         0.00000e+00         0.00000e+00         2.23579e-22         2.21709e-22
             5.42300         0.00000e+00         0.00000e+00         8.68897e-28         8.61629e-28
             5.42400         0.00000e+00         0.00000e+00         3.79128e-32         1.47653e-32
             5.42500         0.00000e+00         0.00000e+00         3.30597e-26         1.25465e-26
             5.42600         0.00000e+00         0.00000e+00         5.40313e-21         2.05054e-21
             5.42700         0.00000e+00         0.00000e+00         1.62819e-16         6.17916e-17
             5.42800         0.00000e+00         0.00000e+00         9.08015e-13         3.44601e-13
             5.42900         0.00000e+00         0.00000e+00         9.29472e-10         3.52744e-10
             5.43000         0.00000e+00         0.00000e+00         1.75427e-07         6.65763e-08
             5.43100         0.00000e+00         0.00000e+00         6.10480e-06         2.31683e-06
             5.43200         0.00000e+00         0.00000e+00         3.91709e-05         1.48658e-05
             5.43300         0.00000e+00         0.00000e+00         4.63416e-05         1.75871e-05
             5.43400         0.00000e+00         0.00000e+00         1.00973e-05         3.83203e-06
             5.43500         0.00000e+00         0.00000e+00         4.05785e-07         1.54000e-07
             5.43600         0.00000e+00         0.00000e+00         3.00679e-09         1.14111e-09
             5.43700         0.00000e+00         0.00000e+00         4.10796e-12         1.55902e-12
             5.43800         0.00000e+00         0.00000e+00         1.03482e-15         3.92725e-16
             5.43900         0.00000e+00         0.00000e+00         4.80642e-20         1.82408e-20
             5.44000         0.00000e+00         0.00000e+00         4.11616e-25         1.56212e-25
             5.44100         0.00000e+00         0.00000e+00         6.45563e-31         2.44998e-31
             5.44200         0.00000e+00         0.00000e+00         1.87800e-37         7.12721e-38
             5.44300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.44400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.44500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.44600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.44700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.44800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.44900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.45000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.45100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.45200         0.00000e+00         0.00000e+00         1.31722e-43         1.86373e-43
             5.45300         0.00000e+00         0.00000e+00         1.40285e-36         1.98543e-36
             5.45400         0.00000e+00         0.00000e+00         2.82694e-30         4.00093e-30
             5.45500         0.00000e+00         0.00000e+00         1.06191e-24         1.50291e-24
             5.45600         0.00000e+00         0.00000e+00         7.49045e-20         1.06011e-19
             5.45700         0.00000e+00         0.00000e+00         9.92143e-16         1.40417e-15
             5.45800         0.00000e+00         0.00000e+00         2.46767e-12         3.49246e-12
             5.45900         0.00000e+00         0.00000e+00         1.15251e-09         1.63113e-09
             5.46000         0.00000e+00         0.00000e+00         1.01076e-07         1.43052e-07
             5.46100         0.00000e+00         0.00000e+00         1.66612e-06         2.35804e-06
             5.46200         0.00000e+00         0.00000e+00         5.14964e-06         7.28682e-06
             5.46300         0.00000e+00         0.00000e+00         3.18710e-06         4.31139e-06
             5.46400         0.00000e+00         0.00000e+00         5.65743e-06         2.69343e-06
             5.46500         0.00000e+00         0.00000e+00         2.69052e-05         1.12848e-05
             5.46600         0.00000e+00         0.00000e+00         3.06188e-05         1.32253e-05
             5.46700         0.00000e+00         0.00000e+00         3.95776e-05         1.92090e-05
             5.46800         0.00000e+00         0.00000e+00         4.32684e-05         2.13567e-05
             5.46900         0.00000e+00         0.00000e+00         9.98073e-06         4.92888e-06
             5.47000         0.00000e+00         0.00000e+00         4.35181e-07         2.14913e-07
             5.47100         0.00000e+00         0.00000e+00         3.57527e-09         1.76564e-09
             5.47200         0.00000e+00         0.00000e+00         5.53404e-12         2.73297e-12
             5.47300         0.00000e+00         0.00000e+00         1.61387e-15         7.97006e-16
             5.47400         0.00000e+00         0.00000e+00         8.82236e-20         4.35690e-20
             5.47500         0.00000e+00         0.00000e+00         9.12540e-25         4.50655e-25
             5.47600         0.00000e+00         0.00000e+00         1.77835e-30         8.78231e-31
             5.47700         0.00000e+00         0.00000e+00         6.52936e-37         3.22450e-37
             5.47800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.47900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.48900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.49700         0.00000e+00         0.00000e+00         5.24086e-43         2.48030e-43
             5.49800         0.00000e+00         0.00000e+00         5.11273e-36         2.42720e-36
             5.49900         0.00000e+00         0.00000e+00         9.63054e-30         4.57197e-30
             5.50000         0.00000e+00         0.00000e+00         3.52062e-24         1.67137e-24
             5.50100         0.00000e+00         0.00000e+00         2.46756e-19         1.17144e-19
             5.50200         0.00000e+00         0.00000e+00         3.33740e-15         1.58439e-15
             5.50300         0.00000e+00         0.00000e+00         8.71058e-12         4.13523e-12
             5.50400         0.00000e+00         0.00000e+00         4.38713e-09         2.08273e-09
             5.50500         0.00000e+00         0.00000e+00         4.26393e-07         2.02425e-07
             5.50600         0.00000e+00         0.00000e+00         7.99717e-06         3.79655e-06
             5.50700         0.00000e+00         0.00000e+00         2.89535e-05         1.37458e-05
             5.50800         0.00000e+00         0.00000e+00         2.17059e-05         1.05262e-05
             5.50900         0.00000e+00         0.00000e+00         1.40670e-04         8.71306e-05
             5.51000         0.00000e+00         0.00000e+00         2.45047e-03         1.52479e-03
             5.51100         0.00000e+00         0.00000e+00         8.41934e-03         5.23894e-03
             5.51200         0.00000e+00         0.00000e+00         5.59558e-03         3.48185e-03
             5.51300         0.00000e+00         0.00000e+00         7.18359e-04         4.46999e-04
             5.51400         0.00000e+00         0.00000e+00         1.78492e-05         1.11066e-05
             5.51500         0.00000e+00         0.00000e+00         8.57864e-08         5.33806e-08
             5.51600         0.00000e+00         0.00000e+00         7.97526e-11         4.96261e-11
             5.51700         0.00000e+00         0.00000e+00         1.43415e-14         8.92402e-15
             5.51800         0.00000e+00         0.00000e+00         4.98851e-19         3.10410e-19
             5.51900         0.00000e+00         0.00000e+00         3.35637e-24         2.08850e-24
             5.52000         0.00000e+00         0.00000e+00         4.33831e-30         2.69951e-30
             5.52100         0.00000e+00         0.00000e+00         1.09126e-36         6.79038e-37
             5.52200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.52900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.53900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.54000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.54100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.54200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.54300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.54400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.54500         0.00000e+00         0.00000e+00         6.62954e-42         2.55737e-42
             5.54600         0.00000e+00         0.00000e+00         5.45207e-35         2.10361e-35
             5.54700         0.00000e+00         0.00000e+00         8.83035e-29         3.40708e-29
             5.54800         0.00000e+00         0.00000e+00         2.83922e-23         1.09548e-23
             5.54900         0.00000e+00         0.00000e+00         1.81229e-18         6.99248e-19
             5.55000         0.00000e+00         0.00000e+00         2.29647e-14         8.86063e-15
             5.55100         0.00000e+00         0.00000e+00         5.77695e-11         2.22896e-11
             5.55200         0.00000e+00         0.00000e+00         2.88497e-08         1.11313e-08
             5.55300         0.00000e+00         0.00000e+00         2.86534e-06         1.10555e-06
             5.55400         0.00000e+00         0.00000e+00         5.63501e-05         2.17420e-05
             5.55500         0.00000e+00         0.00000e+00         2.19998e-04         8.48835e-05
             5.55600         0.00000e+00         0.00000e+00         1.70510e-04         6.57890e-05
             5.55700         0.00000e+00         0.00000e+00         2.62352e-05         1.01225e-05
             5.55800         0.00000e+00         0.00000e+00         8.01355e-07         3.09193e-07
             5.55900         0.00000e+00         0.00000e+00         4.84557e-09         1.86960e-09
             5.56000         0.00000e+00         0.00000e+00         5.82856e-12         2.24888e-12
             5.56100         0.00000e+00         0.00000e+00         1.39182e-15         5.37015e-16
             5.56200         0.00000e+00         0.00000e+00         6.59796e-20         2.54574e-20
             5.56300         0.00000e+00         0.00000e+00         6.94545e-25         2.68750e-25
             5.56400         0.00000e+00         0.00000e+00         8.15188e-21         3.23043e-21
             5.56500         0.00000e+00         0.00000e+00         1.80805e-16         7.16494e-17
             5.56600         0.00000e+00         0.00000e+00         8.06142e-13         3.19458e-13
             5.56700         0.00000e+00         0.00000e+00         7.16778e-10         2.84045e-10
             5.56800         0.00000e+00         0.00000e+00         1.27654e-07         5.05868e-08
             5.56900         0.00000e+00         0.00000e+00         4.55368e-06         1.80453e-06
             5.57000         0.00000e+00         0.00000e+00         3.25363e-05         1.28935e-05
             5.57100         0.00000e+00         0.00000e+00         4.65640e-05         1.84524e-05
             5.57200         0.00000e+00         0.00000e+00         1.33478e-05         5.28947e-06
             5.57300         0.00000e+00         0.00000e+00         7.65047e-07         3.03173e-07
             5.57400         0.00000e+00         0.00000e+00         8.79163e-09         3.48395e-09
             5.57500         0.00000e+00         0.00000e+00         2.02361e-11         8.01918e-12
             5.57600         0.00000e+00         0.00000e+00         9.32962e-15         3.69714e-15
             5.57700         0.00000e+00         0.00000e+00         8.61544e-19         3.41413e-19
             5.57800         0.00000e+00         0.00000e+00         1.59355e-23         6.31493e-24
             5.57900         0.00000e+00         0.00000e+00         5.86651e-29         2.32478e-29
             5.58000         0.00000e+00         0.00000e+00         4.35006e-35         1.72384e-35
             5.58100         0.00000e+00         0.00000e+00         6.45999e-42         2.56017e-42
             5.58200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.58900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.59900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.60000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.60100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.60200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.60300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.60400         0.00000e+00         0.00000e+00         5.78407e-37         6.80210e-37
             5.60500         0.00000e+00         0.00000e+00         1.01854e-30         1.19781e-30
             5.60600         0.00000e+00         0.00000e+00         3.65493e-25         4.29822e-25
             5.60700         0.00000e+00         0.00000e+00         2.69203e-20         3.16585e-20
             5.60800         0.00000e+00         0.00000e+00         4.06985e-16         4.78617e-16
             5.60900         0.00000e+00         0.00000e+00         1.26292e-12         1.48520e-12
             5.61000         0.00000e+00         0.00000e+00         8.04402e-10         9.45982e-10
             5.61100         0.00000e+00         0.00000e+00         1.05164e-07         1.23674e-07
             5.61200         0.00000e+00         0.00000e+00         2.82539e-06         3.32268e-06
             5.61300         0.00000e+00         0.00000e+00         1.55505e-05         1.82874e-05
             5.61400         0.00000e+00         0.00000e+00         1.75673e-05         2.06593e-05
             5.61500         0.00000e+00         0.00000e+00         4.07350e-06         4.79047e-06
             5.61600         0.00000e+00         0.00000e+00         1.93878e-07         2.28002e-07
             5.61700         0.00000e+00         0.00000e+00         1.89403e-09         2.22739e-09
             5.61800         0.00000e+00         0.00000e+00         3.79792e-12         4.46638e-12
             5.61900         0.00000e+00         0.00000e+00         1.55677e-15         1.83077e-15
             5.62000         0.00000e+00         0.00000e+00         1.31417e-19         1.54547e-19
             5.62100         0.00000e+00         0.00000e+00         2.27708e-24         2.67785e-24
             5.62200         0.00000e+00         0.00000e+00         1.60910e-24         7.48996e-25
             5.62300         0.00000e+00         0.00000e+00         1.19683e-19         5.57089e-20
             5.62400         0.00000e+00         0.00000e+00         1.84372e-15         8.58199e-16
             5.62500         0.00000e+00         0.00000e+00         5.90309e-12         2.74772e-12
             5.62600         0.00000e+00         0.00000e+00         3.89800e-09         1.81441e-09
             5.62700         0.00000e+00         0.00000e+00         5.33113e-07         2.48148e-07
             5.62800         0.00000e+00         0.00000e+00         1.51011e-05         7.02914e-06
             5.62900         0.00000e+00         0.00000e+00         8.86011e-05         4.12409e-05
             5.63000         0.00000e+00         0.00000e+00         1.08385e-04         5.04033e-05
             5.63100         0.00000e+00         0.00000e+00         4.83084e-05         2.11126e-05
             5.63200         0.00000e+00         0.00000e+00         1.31578e-04         5.24009e-05
             5.63300         0.00000e+00         0.00000e+00         1.84315e-04         7.00664e-05
             5.63400         0.00000e+00         0.00000e+00         8.41264e-05         2.73933e-05
             5.63500         0.00000e+00         0.00000e+00         1.68856e-05         4.62170e-06
             5.63600         0.00000e+00         0.00000e+00         1.35047e-06         4.01331e-07
             5.63700         0.00000e+00         0.00000e+00         4.21931e-06         1.84479e-06
             5.63800         0.00000e+00         0.00000e+00         1.25376e-05         5.48995e-06
             5.63900         0.00000e+00         0.00000e+00         7.77398e-06         3.40407e-06
             5.64000         0.00000e+00         0.00000e+00         1.00315e-06         4.39260e-07
             5.64100         0.00000e+00         0.00000e+00         2.69389e-08         1.17960e-08
             5.64200         0.00000e+00         0.00000e+00         1.50552e-10         6.59235e-11
             5.64300         0.00000e+00         0.00000e+00         1.75098e-13         7.66719e-14
             5.64400         0.00000e+00         0.00000e+00         4.23808e-17         1.85577e-17
             5.64500         0.00000e+00         0.00000e+00         2.12390e-21         9.30015e-22
             5.64600         0.00000e+00         0.00000e+00         2.22475e-26         9.74173e-27
             5.64700         0.00000e+00         0.00000e+00         4.84969e-32         2.12358e-32
             5.64800         0.00000e+00         0.00000e+00         2.20010e-38         9.63380e-39
             5.64900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.65900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66600         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.66900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67400         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67500         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.67600         0.00000e+00         0.00000e+00         1.50459e-40         5.97766e-41
             5.67700         0.00000e+00         0.00000e+00         5.69446e-34         2.26237e-34
             5.67800         0.00000e+00         0.00000e+00         4.63366e-28         1.84092e-28
             5.67900         0.00000e+00         0.00000e+00         8.00198e-23         3.17914e-23
             5.68000         0.00000e+00         0.00000e+00         2.95292e-18         1.17318e-18
             5.68100         0.00000e+00         0.00000e+00         2.32855e-14         9.25118e-15
             5.68200         0.00000e+00         0.00000e+00         3.92372e-11         1.55887e-11
             5.68300         0.00000e+00         0.00000e+00         1.41284e-08         5.61311e-09
             5.68400         0.00000e+00         0.00000e+00         1.08894e-06         4.32630e-07
             5.68500         0.00000e+00         0.00000e+00         1.78911e-05         7.10803e-06
             5.68600         0.00000e+00         0.00000e+00         6.28132e-05         2.49553e-05
             5.68700         0.00000e+00         0.00000e+00         4.71242e-05         1.87221e-05
             5.68800         0.00000e+00         0.00000e+00         7.55468e-06         3.00142e-06
             5.68900         0.00000e+00         0.00000e+00         2.58802e-07         1.02820e-07
             5.69000         0.00000e+00         0.00000e+00         1.89452e-09         7.52682e-10
             5.69100         0.00000e+00         0.00000e+00         2.95334e-12         1.17334e-12
             5.69200         0.00000e+00         0.00000e+00         9.86473e-16         3.91919e-16
             5.69300         0.00000e+00         0.00000e+00         7.04102e-20         2.79735e-20
             5.69400         0.00000e+00         0.00000e+00         1.07391e-24         4.26658e-25
             5.69500         0.00000e+00         0.00000e+00         3.50008e-30         1.39056e-30
             5.69600         0.00000e+00         0.00000e+00         2.43763e-36         9.68455e-37
             5.69700         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.69800         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.69900         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.70000         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.70100         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.70200         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
             5.70300         0.00000e+00         0.00000e+00         0.00000e+00         0.00000e+00
