# wave inc_stell trans_stel diffuse_spec sum
2.99396e+01	1.512e-02	2.641e-06	1.203e-03	1.206e-03
2.98400e+01	1.527e-02	2.668e-06	2.086e-02	2.087e-02
2.97407e+01	1.543e-02	2.695e-06	1.210e-03	1.212e-03
2.96418e+01	1.559e-02	2.723e-06	1.213e-03	1.216e-03
2.95431e+01	1.574e-02	2.751e-06	1.219e-03	1.222e-03
2.94448e+01	1.591e-02	2.779e-06	1.226e-03	1.229e-03
2.93468e+01	1.607e-02	2.807e-06	9.069e-03	9.071e-03
2.92492e+01	1.623e-02	2.836e-06	1.232e-03	1.235e-03
2.91519e+01	1.640e-02	2.865e-06	1.236e-03	1.238e-03
2.90549e+01	1.657e-02	2.894e-06	1.239e-03	1.242e-03
2.89582e+01	1.673e-02	2.924e-06	4.203e-03	4.206e-03
2.88618e+01	1.691e-02	2.954e-06	1.142e-02	1.142e-02
2.87658e+01	1.708e-02	2.984e-06	1.249e-03	1.252e-03
2.86701e+01	1.725e-02	3.014e-06	1.252e-03	1.255e-03
2.85747e+01	1.743e-02	3.045e-06	1.255e-03	1.258e-03
2.84796e+01	1.761e-02	3.076e-06	1.259e-03	1.262e-03
2.83848e+01	1.779e-02	3.107e-06	3.060e-03	3.063e-03
2.82904e+01	1.797e-02	3.139e-06	1.265e-03	1.268e-03
2.81963e+01	1.815e-02	3.171e-06	1.269e-03	1.272e-03
2.81024e+01	1.834e-02	3.204e-06	1.272e-03	1.275e-03
2.80089e+01	1.852e-02	3.236e-06	1.275e-03	1.279e-03
2.79157e+01	1.871e-02	3.269e-06	1.279e-03	1.282e-03
2.78228e+01	1.890e-02	3.303e-06	8.974e-02	8.975e-02
2.77303e+01	1.910e-02	3.336e-06	1.286e-03	1.289e-03
2.76380e+01	1.929e-02	3.370e-06	1.289e-03	1.292e-03
2.75460e+01	1.949e-02	3.405e-06	1.292e-03	1.296e-03
2.74544e+01	1.969e-02	3.440e-06	1.296e-03	1.299e-03
2.73630e+01	1.989e-02	3.475e-06	1.299e-03	1.303e-03
2.72720e+01	2.009e-02	3.510e-06	1.303e-03	1.306e-03
2.71812e+01	2.030e-02	3.546e-06	1.306e-03	1.310e-03
2.70908e+01	2.050e-02	3.582e-06	3.437e-03	3.440e-03
2.70006e+01	2.071e-02	3.619e-06	1.313e-03	1.317e-03
2.69108e+01	2.092e-02	3.656e-06	1.316e-03	1.320e-03
2.68213e+01	2.114e-02	3.693e-06	1.320e-03	1.324e-03
2.67320e+01	2.135e-02	3.731e-06	1.323e-03	1.327e-03
2.66431e+01	2.157e-02	3.769e-06	3.984e-03	3.988e-03
2.65544e+01	2.179e-02	3.807e-06	1.331e-03	1.335e-03
2.64661e+01	2.201e-02	3.846e-06	1.334e-03	1.338e-03
2.63780e+01	2.224e-02	3.885e-06	1.339e-03	1.343e-03
2.62902e+01	2.246e-02	3.925e-06	1.350e-03	1.354e-03
2.62027e+01	2.269e-02	3.965e-06	6.033e-03	6.037e-03
2.61156e+01	2.292e-02	4.005e-06	1.580e-03	1.584e-03
2.60287e+01	2.316e-02	4.046e-06	4.017e+00	4.017e+00
2.59421e+01	2.339e-02	4.087e-06	1.364e-03	1.368e-03
2.58557e+01	2.363e-02	4.129e-06	1.372e-03	1.376e-03
2.57697e+01	2.387e-02	4.171e-06	1.371e-03	1.375e-03
2.56840e+01	2.412e-02	4.214e-06	1.610e-03	1.615e-03
2.55985e+01	2.436e-02	4.257e-06	1.378e-03	1.383e-03
2.55133e+01	2.461e-02	4.300e-06	1.382e-03	1.386e-03
2.54284e+01	2.486e-02	4.344e-06	1.386e-03	1.390e-03
2.53438e+01	2.512e-02	4.388e-06	1.389e-03	1.394e-03
2.52595e+01	2.537e-02	4.433e-06	1.514e-03	1.519e-03
2.51754e+01	2.563e-02	4.478e-06	1.778e-03	1.783e-03
2.50917e+01	2.589e-02	4.524e-06	1.400e-03	1.405e-03
2.50082e+01	2.616e-02	4.570e-06	3.824e-03	3.829e-03
2.49250e+01	2.642e-02	4.617e-06	1.408e-03	1.412e-03
2.48420e+01	2.669e-02	4.664e-06	1.411e-03	1.416e-03
2.47594e+01	2.697e-02	4.711e-06	1.415e-03	1.420e-03
2.46770e+01	2.724e-02	4.759e-06	1.419e-03	1.423e-03
2.45949e+01	2.752e-02	4.808e-06	1.422e-03	1.427e-03
2.45130e+01	2.780e-02	4.857e-06	6.714e-01	6.714e-01
2.44315e+01	2.808e-02	4.906e-06	1.430e-03	1.435e-03
2.43502e+01	2.837e-02	4.956e-06	1.434e-03	1.439e-03
2.42691e+01	2.866e-02	5.007e-06	1.437e-03	1.442e-03
2.41884e+01	2.895e-02	5.058e-06	1.441e-03	1.446e-03
2.41079e+01	2.925e-02	5.110e-06	1.445e-03	1.450e-03
2.40277e+01	2.954e-02	5.162e-06	7.506e-03	7.511e-03
2.39477e+01	2.984e-02	5.214e-06	1.453e-03	1.458e-03
2.38681e+01	3.015e-02	5.267e-06	1.012e-02	1.013e-02
2.37886e+01	3.046e-02	5.321e-06	1.460e-03	1.466e-03
2.37095e+01	3.077e-02	5.375e-06	3.634e-03	3.639e-03
2.36306e+01	3.108e-02	5.430e-06	5.846e-03	5.852e-03
2.35520e+01	3.140e-02	5.485e-06	1.472e-03	1.477e-03
2.34736e+01	3.172e-02	5.541e-06	1.476e-03	1.481e-03
2.33955e+01	3.204e-02	5.598e-06	1.479e-03	1.485e-03
2.33176e+01	3.236e-02	5.655e-06	1.493e-03	1.498e-03
2.32401e+01	3.269e-02	5.712e-06	1.499e-03	1.505e-03
2.31627e+01	3.303e-02	5.770e-06	1.503e-03	1.509e-03
2.30857e+01	3.336e-02	5.829e-06	1.507e-03	1.513e-03
2.30088e+01	3.370e-02	5.889e-06	1.511e-03	1.517e-03
2.29323e+01	3.405e-02	5.948e-06	2.100e+01	2.100e+01
2.28560e+01	3.440e-02	6.009e-06	1.519e-03	1.525e-03
2.27799e+01	3.475e-02	6.070e-06	1.523e-03	1.529e-03
2.27041e+01	3.510e-02	6.132e-06	1.527e-03	1.533e-03
2.26286e+01	3.546e-02	6.195e-06	3.783e-03	3.789e-03
2.25533e+01	3.582e-02	6.258e-06	1.535e-03	1.541e-03
2.24782e+01	3.618e-02	6.322e-06	1.539e-03	1.545e-03
2.24034e+01	3.655e-02	6.386e-06	1.543e-03	1.549e-03
2.23289e+01	3.692e-02	6.451e-06	5.214e-02	5.215e-02
2.22546e+01	3.730e-02	6.517e-06	1.551e-03	1.557e-03
2.21805e+01	3.768e-02	6.583e-06	1.555e-03	1.561e-03
2.21067e+01	3.806e-02	6.650e-06	1.559e-03	1.566e-03
2.20332e+01	3.845e-02	6.718e-06	1.772e-03	1.779e-03
2.19599e+01	3.884e-02	6.786e-06	1.567e-03	1.574e-03
2.18868e+01	3.924e-02	6.855e-06	1.571e-03	1.578e-03
2.18140e+01	3.964e-02	6.925e-06	2.800e-01	2.800e-01
2.17414e+01	4.004e-02	6.996e-06	1.579e-03	1.586e-03
2.16690e+01	4.045e-02	7.067e-06	1.583e-03	1.591e-03
2.15969e+01	4.086e-02	7.139e-06	1.588e-03	1.595e-03
2.15251e+01	4.128e-02	7.212e-06	1.592e-03	1.599e-03
2.14535e+01	4.170e-02	7.285e-06	1.600e-03	1.607e-03
2.13821e+01	4.212e-02	7.359e-06	1.600e-03	1.607e-03
2.13109e+01	4.255e-02	7.434e-06	2.305e-03	2.313e-03
2.12400e+01	4.299e-02	7.510e-06	1.608e-03	1.616e-03
2.11693e+01	4.342e-02	7.587e-06	1.613e-03	1.620e-03
2.10989e+01	4.387e-02	7.664e-06	1.405e-02	1.406e-02
2.10287e+01	4.431e-02	7.742e-06	1.621e-03	1.629e-03
2.09587e+01	4.476e-02	7.821e-06	1.625e-03	1.633e-03
2.08890e+01	4.522e-02	7.900e-06	9.066e-03	9.074e-03
2.08195e+01	4.568e-02	7.981e-06	1.634e-03	1.642e-03
2.07502e+01	4.614e-02	8.062e-06	1.638e-03	1.646e-03
2.06812e+01	4.661e-02	8.144e-06	1.642e-03	1.650e-03
2.06123e+01	4.709e-02	8.227e-06	1.646e-03	1.655e-03
2.05438e+01	4.757e-02	8.310e-06	5.363e-03	5.371e-03
2.04754e+01	4.805e-02	8.395e-06	1.820e-03	1.829e-03
2.04073e+01	4.854e-02	8.480e-06	1.676e-03	1.684e-03
2.03394e+01	4.903e-02	8.567e-06	2.387e-03	2.396e-03
